%time,field.layout.data_offset,field.data0,field.data1
1535301985487416982,0,0.000568865973037,0.0623910427094
1535301985499495983,0,0.00108003604691,0.0637838840485
1535301985508055925,0,0.000948906003032,0.0628900527954
1535301985519424915,0,0.00094795197947,0.0635330677032
1535301985534262895,0,0.000567912997212,0.0656068325043
1535301985543792009,0,0.000945805979427,0.0659708976746
1535301985550052881,0,0.000602960004471,0.0636568069458
1535301985560808897,0,0.00158309901599,0.0638492107391
1535301985569068908,0,0.000948906003032,0.063355922699
1535301985578284978,0,0.000773906998802,0.0632028579712
1535301985588557958,0,0.000948906003032,0.0630729198456
1535301985598161935,0,0.000740050978493,0.0629839897156
1535301985608459949,0,0.000946044980083,0.0630118846893
1535301985621073007,0,0.000587939983234,0.0657839775085
1535301985630060911,0,0.000882863998413,0.0658609867096
1535301985637888908,0,0.000612973992247,0.0636639595032
1535301985647964000,0,0.000570058997255,0.0626058578491
1535301985662821054,0,0.00103688298259,0.0642900466919
1535301985670265913,0,0.000571965996642,0.0626409053802
1535301985680730104,0,0.000966072024312,0.0637881755829
1535301985688951969,0,0.00056695897365,0.0629360675812
1535301985698565006,0,0.000576973019633,0.0629899501801
1535301985710824012,0,0.000995874986984,0.0642538070679
1535301985719504117,0,0.000569104973692,0.0633990764618
1535301985734872102,0,0.00101685500704,0.0695378780365
1535301985740173101,0,0.000567912997212,0.0659399032593
1535301985749074935,0,0.000946044980083,0.0644719600677
1535301985759855985,0,0.00059795397101,0.0650990009308
1535301985769315958,0,0.000942945014685,0.0637879371643
1535301985777271032,0,0.000569819996599,0.0625648498535
1535301985792402982,0,0.000951051013544,0.0660610198975
1535301985800406932,0,0.000571011973079,0.0629940032959
1535301985809783935,0,0.000568151997868,0.0633521080017
1535301985819478988,0,0.000950097979512,0.06387591362
1535301985828272104,0,0.000579833984375,0.0629749298096
1535301985853950023,0,0.000972033012658,0.0790979862213
1535301985855596065,0,0.00180506694596,0.0712790489197
1535301985858509063,0,0.000576973019633,0.0635409355164
1535301985867310047,0,0.000567912997212,0.0623738765717
1535301985878443002,0,0.00105905602686,0.0629630088806
1535301985890280008,0,0.00158905994613,0.0645489692688
1535301985898422002,0,0.000612020026892,0.0636849403381
1535301985910657882,0,0.00101709400769,0.0655970573425
1535301985920774936,0,0.00056290597422,0.0648279190063
1535301985930794000,0,0.000952959002461,0.0633230209351
1535301985939063072,0,0.000588894006796,0.0626409053802
1535301985948318958,0,0.000949145003688,0.062952041626
1535301985958260059,0,0.000571013020817,0.0630040168762
1535301985968339920,0,0.0013911719434,0.0635070800781
1535301985978353023,0,0.00056695897365,0.0627021789551
1535301985989150047,0,0.000996827962808,0.0636129379272
1535301985998795986,0,0.000967979023699,0.0639281272888
1535301986007369995,0,0.000583886983804,0.062824010849
1535301986018940925,0,0.00117111194413,0.0643031597137
1535301986031970024,0,0.000957966025453,0.0665278434753
1535301986040524959,0,0.000571965996642,0.0662410259247
1535301986050611972,0,0.000567912997212,0.0628008842468
1535301986059915065,0,0.000590085983276,0.0628321170807
1535301986069113969,0,0.000975131988525,0.0629029273987
1535301986078197002,0,0.000663995975628,0.0629041194916
1535301986089742898,0,0.000608920992818,0.0643270015717
1535301986098718881,0,0.000598907005042,0.0635840892792
1535301986108273983,0,0.000956057978328,0.0630660057068
1535301986118812084,0,0.000586031994317,0.0633780956268
1535301986129348993,0,0.000982046010904,0.0639340877533
1535301986142456054,0,0.000638962024823,0.0677800178528
1535301986148021936,0,0.000573157973122,0.0636570453644
1535301986158710002,0,0.00101685500704,0.0640549659729
1535301986171514034,0,0.00096106599085,0.0644118785858
1535301986180411100,0,0.00060987501638,0.0633678436279
1535301986188709974,0,0.000617981015239,0.0624830722809
1535301986198764085,0,0.00103807495907,0.064444065094
1535301986210066080,0,0.000631809991319,0.0650949478149
1535301986219096899,0,0.000571965996642,0.0636987686157
1535301986229038953,0,0.00100398098584,0.063549041748
1535301986238079071,0,0.000686167972162,0.0627429485321
1535301986249187946,0,0.000990867032669,0.0639300346375
1535301986258076906,0,0.000607013993431,0.0638670921326
1535301986270718097,0,0.000616074015852,0.0657451152802
1535301986278918027,0,0.00095987302484,0.0640649795532
1535301986288688898,0,0.00127315497957,0.0636060237885
1535301986303164005,0,0.000577926984988,0.0667288303375
1535301986313164949,0,0.00104498898145,0.0662491321564
1535301986319845914,0,0.000952004978899,0.0642781257629
1535301986329166889,0,0.000603914028034,0.0630030632019
1535301986338073968,0,0.000617981015239,0.063169002533
1535301986348531961,0,0.000964165024925,0.0637390613556
1535301986357867956,0,0.000610113027506,0.0633900165558
1535301986367803096,0,0.00095987302484,0.0630850791931
1535301986377247095,0,0.00058293301845,0.0628619194031
1535301986388637065,0,0.000957966025453,0.0631740093231
1535301986399292945,0,0.000975847011432,0.0639789104462
1535301986407649993,0,0.000565051974263,0.0624539852142
1535301986418570995,0,0.00100612605456,0.0630919933319
1535301986433379888,0,0.000967979023699,0.0659348964691
1535301986441271066,0,0.000573872996029,0.0632119178772
1535301986451833009,0,0.000946998014115,0.0644059181213
1535301986459489107,0,0.000571013020817,0.0642681121826
1535301986469737052,0,0.00124311505351,0.0639281272888
1535301986479751110,0,0.000617027981207,0.0652229785919
1535301986489233970,0,0.00096106500132,0.0637321472168
1535301986499459981,0,0.00103807495907,0.0647881031036
1535301986509516000,0,0.000958919990808,0.0640227794647
1535301986517726898,0,0.000602960994001,0.0627889633179
1535301986529504060,0,0.000964879989624,0.0641419887543
1535301986538569927,0,0.000721931981388,0.0633709430695
1535301986553261041,0,0.000978947035037,0.0685970783234
1535301986561007022,0,0.000574111996684,0.0654940605164
1535301986570403099,0,0.0010318759596,0.0631229877472
1535301986579375982,0,0.000574828009121,0.0638349056244
1535301986588486909,0,0.000957966025453,0.0631589889526
1535301986599102020,0,0.0011119840201,0.0637099742889
1535301986607623100,0,0.000571011973079,0.062399148941
1535301986620193958,0,0.000953198003117,0.0649039745331
1535301986629539966,0,0.000999212032184,0.0633931159973
1535301986640603065,0,0.000577926984988,0.0654881000519
1535301986647990942,0,0.000567197974306,0.063511133194
1535301986658435106,0,0.000574111996684,0.0638921260834
1535301986671191930,0,0.000957966025453,0.066633939743
1535301986682801008,0,0.0010921950452,0.0682690143585
1535301986693320989,0,0.000448942009825,0.0654377937317
1535301986700376987,0,0.000572920020204,0.0634520053864
1535301986710361003,0,0.000566005997825,0.0641729831696
1535301986722891092,0,0.000961780024227,0.0657629966736
1535301986730369091,0,0.00105500197969,0.0646939277649
1535301986738466978,0,0.000590801006183,0.0628249645233
1535301986748100042,0,0.000484944001073,0.0628340244293
1535301986758019924,0,0.000614166026935,0.063502073288
1535301986768956899,0,0.000971078989096,0.0639970302582
1535301986777877092,0,0.000899075996131,0.0633978843689
1535301986787504911,0,0.000573872996029,0.0630249977112
1535301986798799991,0,0.00101590098348,0.0641338825226
1535301986808038949,0,0.000597000005655,0.0628409385681
1535301986818211078,0,0.0010018349858,0.0632798671722
1535301986828607082,0,0.000575066020247,0.0639932155609
1535301986838972091,0,0.00097823201213,0.0636250972748
1535301986850969076,0,0.000960110977758,0.0661540031433
1535301986859519004,0,0.000575064972509,0.0640821456909
1535301986868221998,0,0.000949144014157,0.0628991127014
1535301986877631902,0,0.000571013020817,0.0624890327454
1535301986889460086,0,0.000946044980083,0.0638720989227
1535301986898711919,0,0.00100612698589,0.0633850097656
1535301986909372091,0,0.000946044980083,0.0636360645294
1535301986917757034,0,0.000607013993431,0.0630769729614
1535301986929785013,0,0.00098681403324,0.0649719238281
1535301986948031902,0,0.000958919990808,0.0695080757141
1535301986955002069,0,0.000957012991421,0.0641739368439
1535301986966711997,0,0.00057888001902,0.0670320987701
1535301986973093032,0,0.00102305400651,0.063943862915
1535301986985471010,0,0.00108599604573,0.0667281150818
1535301986997024059,0,0.000955820025411,0.069727897644
1535301987003282070,0,0.000979184987955,0.0676500797272
1535301987008295059,0,0.00056695897365,0.063188791275
1535301987018826961,0,0.000995874986984,0.0633978843689
1535301987033565998,0,0.0014870170271,0.0682849884033
1535301987037889957,0,0.000641822989564,0.0635488033295
1535301987048048973,0,0.000578164996114,0.0629370212555
1535301987057841062,0,0.000660896010231,0.0631718635559
1535301987070920944,0,0.00091290398268,0.0655000209808
1535301987079626083,0,0.000673055008519,0.063040971756
1535301987089076995,0,0.000586032983847,0.0629410743713
1535301987097800016,0,0.000608920992818,0.0637450218201
1535301987108040094,0,0.000576973019633,0.0627810955048
1535301987132668018,0,0.000591992982663,0.0781569480896
1535301987134856939,0,0.000572920020204,0.0704760551453
1535301987139647960,0,0.000612021016423,0.0650808811188
1535301987148401021,0,0.000575066020247,0.0628499984741
1535301987158616065,0,0.00110101699829,0.0636241436005
1535301987169043064,0,0.000956059026066,0.0632290840149
1535301987178596019,0,0.00100588798523,0.0641098022461
1535301987194750070,0,0.00101900100708,0.06951212883
1535301987201358079,0,0.000581979984418,0.0659339427948
1535301987213026046,0,0.000944137980696,0.0651819705963
1535301987222750902,0,0.00100493396167,0.0640349388123
1535301987234630107,0,0.000751973013394,0.0672080516815
1535301987241276979,0,0.000581026019063,0.0642240047455
1535301987250497102,0,0.000580072985031,0.0631811618805
1535301987260798931,0,0.000993967056274,0.0640168190002
1535301987269157886,0,0.000570058997255,0.0630731582642
1535301987279879093,0,0.000952004978899,0.0642240047455
1535301987288371086,0,0.000575066020247,0.0631999969482
1535301987299599885,0,0.000959158001933,0.0641751289368
1535301987308237075,0,0.000570058997255,0.0629510879517
1535301987321811914,0,0.000951052003074,0.0662288665771
1535301987339113950,0,0.000570058997255,0.0708310604095
1535301987342700958,0,0.00104403495789,0.0651540756226
1535301987350195884,0,0.000750065024476,0.0629670619965
1535301987363195896,0,0.00163578998763,0.0667479038239
1535301987371934890,0,0.000568867020775,0.0674638748169
1535301987379682064,0,0.000955105002504,0.06498503685
1535301987387923002,0,0.000570058997255,0.062814950943
1535301987399446010,0,0.000990153057501,0.063912153244
1535301987407757043,0,0.000581979984418,0.0626769065857
1535301987418885946,0,0.00100302696228,0.0633480548859
1535301987427056074,0,0.000566960021388,0.0625929832458
1535301987439289093,0,0.000967025989667,0.0644431114197
1535301987451111078,0,0.000951052003074,0.0635540485382
1535301987460999965,0,0.000571965996642,0.063490152359
1535301987474181890,0,0.000754832988605,0.0678198337555
1535301987481422901,0,0.000955105002504,0.0664460659027
1535301987488987922,0,0.000573872996029,0.0643448829651
1535301987497230052,0,0.000579117971938,0.0626041889191
1535301987508126974,0,0.000570058997255,0.0627789497375
1535301987519067049,0,0.000970840977971,0.0642268657684
1535301987530021905,0,0.000612973992247,0.0654060840607
1535301987542900085,0,0.000608920992818,0.0668640136719
1535301987549788951,0,0.00257802102715,0.0654408931732
1535301987557665109,0,0.000493050029036,0.062784910202
1535301987567557096,0,0.000462055002572,0.0624101161957
1535301987584099054,0,0.00110006402247,0.0660150051117
1535301987591598987,0,0.000447033991804,0.0647809505463
1535301987601799964,0,0.000494957028423,0.0659039020538
1535301987609797954,0,0.000601053994615,0.0638239383698
1535301987618206024,0,0.000518083979841,0.062705039978
1535301987627743959,0,0.000586032983847,0.0628380775452
1535301987639868021,0,0.000731944979634,0.0633859634399
1535301987648488044,0,0.000820874993224,0.0638799667358
1535301987658135890,0,0.000913858995773,0.0633339881897
1535301987669852972,0,0.00106787704863,0.0643029212952
1535301987678303956,0,0.000581026019063,0.0632629394531
1535301987688498020,0,0.000588894006796,0.0631799697876
1535301987698256015,0,0.00102496205363,0.0635149478912
1535301987713311910,0,0.000594854005612,0.0657789707184
1535301987723839998,0,0.000957966025453,0.063451051712
1535301987733782052,0,0.000957966025453,0.0646080970764
1535301987741859912,0,0.000616074015852,0.0631141662598
1535301987750790119,0,0.00056910602143,0.0637021064758
1535301987759859085,0,0.000567912997212,0.0629799365997
1535301987772475004,0,0.000946043990552,0.0661311149597
1535301987780988931,0,0.000950097979512,0.0666589736938
1535301987789226055,0,0.000566005997825,0.0629739761353
1535301987798783063,0,0.00104689598083,0.063364982605
1535301987810549020,0,0.00106096302625,0.0649440288544
1535301987818293094,0,0.000696896982845,0.0630469322205
1535301987830322027,0,0.000607967027463,0.0650980472565
1535301987841125011,0,0.000950097979512,0.0637600421906
1535301987850409984,0,0.000568867020775,0.0626990795135
1535301987860105991,0,0.000980139011517,0.0633659362793
1535301987869451045,0,0.000945092004258,0.0634541511536
1535301987883512020,0,0.00094795197947,0.0682988166809
1535301987891355991,0,0.000982046010904,0.0667419433594
1535301987898001909,0,0.000630141003057,0.0638830661774
1535301987911159038,0,0.000956057978328,0.0659310817719
1535301987918756008,0,0.00104689598083,0.0639939308167
1535301987927915096,0,0.000987053033896,0.0633010864258
1535301987939476013,0,0.0010089869611,0.0640878677368
1535301987950155019,0,0.000696897972375,0.0656349658966
1535301987960509061,0,0.000571965996642,0.0653309822083
1535301987972076892,0,0.000571011973079,0.0637109279633
1535301987985825061,0,0.000735044013709,0.069687128067
1535301987990144968,0,0.00084400200285,0.0649478435516
1535301987997750043,0,0.00078606599709,0.0637500286102
1535301988008441925,0,0.000574111996684,0.062891960144
1535301988017860889,0,0.000648021989036,0.0628859996796
1535301988027230978,0,0.000569819996599,0.0628387928009
1535301988038126945,0,0.000650882022455,0.0636570453644
1535301988048024892,0,0.000607013993431,0.0626640319824
1535301988058948040,0,0.00106406200211,0.0635669231415
1535301988068289995,0,0.000612974981777,0.0627770423889
1535301988079639911,0,0.000979900942184,0.0647881031036
1535301988094427108,0,0.000587939983234,0.0671429634094
1535301988101519107,0,0.00102901400533,0.0641050338745
1535301988109782934,0,0.000609159993473,0.0626170635223
1535301988120068073,0,0.000950813002419,0.063768863678
1535301988127343893,0,0.000565051974263,0.0623021125793
1535301988139254093,0,0.000968933978584,0.0637829303741
1535301988147504091,0,0.000567912997212,0.0624361038208
1535301988158729076,0,0.0010089869611,0.0633499622345
1535301988167318105,0,0.000567912997212,0.0622959136963
1535301988178791999,0,0.00100302696228,0.0631611347198
1535301988189861059,0,0.000641108024865,0.0647110939026
1535301988198973894,0,0.00102210103069,0.0631339550018
1535301988208591938,0,0.000567912997212,0.0628108978271
1535301988224031925,0,0.000946044980083,0.0637249946594
1535301988232507944,0,0.000568151008338,0.063285112381
1535301988242573976,0,0.00103211402893,0.0631392002106
1535301988251194953,0,0.00056910602143,0.0629789829254
1535301988260637998,0,0.000983953010291,0.0630760192871
1535301988270040035,0,0.00101709295996,0.0632839202881
1535301988279752016,0,0.00100803398527,0.0640399456024
1535301988294660091,0,0.00058817898389,0.069393157959
1535301988301239967,0,0.00180888199247,0.0669040679932
1535301988308432102,0,0.000582217995543,0.062961101532
1535301988321224927,0,0.00101900100708,0.066367149353
1535301988327545881,0,0.000597952981479,0.0632450580597
1535301988342765092,0,0.000976086012088,0.0671961307526
1535301988352510929,0,0.000672101974487,0.0645310878754
1535301988362001895,0,0.000885009998456,0.0636329650879
1535301988370450973,0,0.000570058997255,0.06281208992
1535301988380074024,0,0.000576973019633,0.0633549690247
1535301988401278018,0,0.000951052003074,0.0749139785767
1535301988404275894,0,0.000990153057501,0.0695841312408
1535301988412939071,0,0.00122308696155,0.0684549808502
1535301988418406963,0,0.000587939983234,0.0639269351959
1535301988428194999,0,0.000571965996642,0.0631279945374
1535301988438621997,0,0.000603915017564,0.0635118484497
1535301988448730945,0,0.000969171989709,0.0631229877472
1535301988457814931,0,0.000614881981164,0.0627100467682
1535301988472313880,0,0.00131106399931,0.0665130615234
1535301988481134891,0,0.000571966986172,0.0645110607147
1535301988490545034,0,0.000568865973037,0.0631740093231
1535301988498207092,0,0.000571011973079,0.0627958774567
1535301988510448932,0,0.00102305400651,0.0643880367279
1535301988518011093,0,0.00060987501638,0.0629818439484
1535301988527811050,0,0.000958919001278,0.0630009174347
1535301988537947893,0,0.00061106600333,0.0633120536804
1535301988548520088,0,0.000943184015341,0.0632860660553
1535301988558535099,0,0.00108408904634,0.0630941390991
1535301988569140911,0,0.000950097979512,0.0636599063873
1535301988577681064,0,0.00104594195727,0.0629978179932
1535301988591054916,0,0.000588894006796,0.0656869411469
1535301988600910902,0,0.000953911978286,0.0661919116974
1535301988611227989,0,0.000570058997255,0.062922000885
1535301988620635986,0,0.000957012001891,0.0633099079132
1535301988628098964,0,0.00056695897365,0.0625150203705
1535301988638479948,0,0.00102496205363,0.0638179779053
1535301988650439977,0,0.0011150840437,0.0638580322266
1535301988658478021,0,0.000585079018492,0.0637400150299
1535301988668823957,0,0.000964165024925,0.0635161399841
1535301988677135944,0,0.000576018996071,0.0626730918884
1535301988687165021,0,0.000698089017533,0.0627319812775
1535301988703460931,0,0.00109410297591,0.0679070949554
1535301988709603071,0,0.00158810603898,0.0646970272064
1535301988721466064,0,0.00100588798523,0.0654819011688
1535301988732297897,0,0.000587939983234,0.0641849040985
1535301988742321968,0,0.000572920020204,0.0633931159973
1535301988752985954,0,0.000952959002461,0.0637929439545
1535301988761943101,0,0.000734090979677,0.0639081001282
1535301988770507097,0,0.00061511999229,0.0630640983582
1535301988780118942,0,0.000581026019063,0.063187122345
1535301988790257930,0,0.00100588798523,0.0637528896332
1535301988804877996,0,0.00103807495907,0.0694091320038
1535301988811835050,0,0.000604153028689,0.066957950592
1535301988820194959,0,0.000567912997212,0.0661180019379
1535301988828824996,0,0.000948906003032,0.0641939640045
1535301988837955951,0,0.000610828981735,0.0634808540344
1535301988850261926,0,0.00129294395447,0.0639069080353
1535301988864419937,0,0.00132608495187,0.0667071342468
1535301988872184991,0,0.000571011973079,0.0647881031036
1535301988880657911,0,0.000998973962851,0.0642139911652
1535301988890010118,0,0.00130009604618,0.0640430450439
1535301988898021936,0,0.000607013993431,0.0629060268402
1535301988908719062,0,0.00100707996171,0.0634751319885
1535301988918078899,0,0.000830888981,0.0629138946533
1535301988928014039,0,0.000604867993388,0.0627379417419
1535301988939348936,0,0.000948906003032,0.0636460781097
1535301988948753118,0,0.000571966986172,0.0628898143768
1535301988958301067,0,0.000802039983682,0.0630249977112
1535301988968631982,0,0.000951052003074,0.0633411407471
1535301988977982997,0,0.000610113027506,0.0627419948578
1535301988993201017,0,0.000967979023699,0.0668959617615
1535301989000313043,0,0.000571965996642,0.0643920898438
1535301989010274887,0,0.0010499949567,0.0642199516296
1535301989018647909,0,0.0010960099753,0.0634450912476
1535301989027156114,0,0.000566005008295,0.0626051425934
1535301989039033889,0,0.00100302696228,0.0644030570984
1535301989050115108,0,0.00100588798523,0.063756942749
1535301989059140920,0,0.000566005008295,0.063863992691
1535301989069363117,0,0.00056695897365,0.0636157989502
1535301989077836990,0,0.000617027981207,0.0627839565277
1535301989087430000,0,0.000563859997783,0.062933921814
1535301989099029064,0,0.000604867993388,0.0629608631134
1535301989112004041,0,0.00102615298238,0.0679881572723
1535301989134471893,0,0.000652790011372,0.0744597911835
1535301989134648084,0,0.000443934986833,0.0668609142303
1535301989142123937,0,0.000494957028423,0.0659189224243
1535301989150595903,0,0.000514029990882,0.0645570755005
1535301989160404920,0,0.000447987986263,0.0643100738525
1535301989168339967,0,0.00063681602478,0.0642199516296
1535301989179361104,0,0.000447035010438,0.0644609928131
1535301989188517093,0,0.000591040006839,0.0632688999176
1535301989197825908,0,0.000656127987895,0.0627470016479
1535301989214606046,0,0.00062084197998,0.0690979957581
1535301989224401950,0,0.000446080986876,0.0682740211487
1535301989230576038,0,0.000447035010438,0.0654900074005
1535301989241832017,0,0.000495196029078,0.0678050518036
1535301989253431081,0,0.00101399398409,0.0637531280518
1535301989261193990,0,0.000571965996642,0.0627059936523
1535301989273041009,0,0.000954150978941,0.0651919841766
1535301989281922101,0,0.000615835015196,0.0656089782715
1535301989289136886,0,0.000962972990237,0.0639910697937
1535301989298120975,0,0.000780821021181,0.0632238388062
1535301989309432029,0,0.000574111996684,0.0641551017761
1535301989318130970,0,0.000501870992593,0.0629789829254
1535301989326984882,0,0.000591040006839,0.0626270771027
1535301989389585018,0,0.000662088976242,0.115051031113
1535301989390469074,0,0.000644922023639,0.106073856354
1535301989391716003,0,0.000645875988994,0.0968859195709
1535301989391944885,0,0.000517130014487,0.0852401256561
1535301989393347978,0,0.000561952008866,0.076180934906
1535301989394871950,0,0.000931977992877,0.0701260566711
1535301989400779962,0,0.000572920020204,0.0657949447632
1535301989411070108,0,0.00111603701953,0.0642669200897
1535301989418971061,0,0.00099205900915,0.0632190704346
1535301989427376031,0,0.000591040006839,0.0628061294556
1535301989437922954,0,0.000623225991149,0.0629780292511
1535301989449645996,0,0.0005800719955,0.0640330314636
1535301989458682060,0,0.00104189000558,0.064001083374
1535301989468976974,0,0.000587939983234,0.0644428730011
1535301989479465961,0,0.000975847011432,0.0643899440765
1535301989487289905,0,0.000607013993431,0.0627679824829
1535301989501523017,0,0.000571965996642,0.0653009414673
1535301989512947082,0,0.000702143006492,0.0658569335938
1535301989522459983,0,0.00056695897365,0.06653881073
1535301989528696060,0,0.000583886983804,0.0638098716736
1535301989538002014,0,0.000633955001831,0.0631458759308
1535301989551253080,0,0.000645161024295,0.0666241645813
1535301989557976961,0,0.000643015024252,0.0639009475708
1535301989570076942,0,0.000894070020877,0.0653800964355
